order_id,customer_id,store_id,employee_id,order_date,ship_date,delivery_date,status,payment_method,shipping_method,discount_pct,region_id
48149,2699,31,256,2024-07-03,2024-07-08,2024-07-09,Delivered,Debit Card,Express,0,2
48150,484,45,214,2025-05-14,2025-05-18,2025-05-21,Delivered,Apple Pay,Express,15,1
48151,166,15,197,2022-05-17,2022-05-24,2022-05-26,Delivered,Google Pay,Express,0,4
48152,3446,7,145,2022-01-10,,,Cancelled,Credit Card,Free Shipping,5,6
48153,3882,31,170,2024-11-27,2024-11-30,2024-12-02,Delivered,Credit Card,Standard,25,2
48154,3464,46,245,2024-11-17,,,Processing,Gift Card,Pickup,0,8
48155,1793,6,242,2024-10-11,2024-10-18,2024-10-31,Delivered,PayPal,Pickup,5,6
48156,1866,20,202,2024-11-27,2024-12-04,2024-12-18,Delivered,Debit Card,Free Shipping,10,7
48157,2058,46,96,2024-10-02,2024-10-08,2024-10-16,Delivered,Debit Card,Pickup,0,8
48158,4631,22,96,2024-07-07,,,Cancelled,Wire Transfer,Standard,5,5
48159,566,47,65,2025-12-09,,,Pending,Wire Transfer,Free Shipping,5,2
48160,2392,22,171,2024-05-21,2024-05-24,,Returned,Apple Pay,Overnight,15,5
48161,4213,13,262,2023-12-22,2023-12-26,2023-12-30,Delivered,Apple Pay,Express,15,7
48162,740,19,99,2023-10-22,2023-10-23,2023-11-03,Delivered,Credit Card,Pickup,10,2
48163,2299,49,263,2023-03-13,2023-03-16,,Returned,Wire Transfer,Overnight,0,1
48164,2209,33,258,2024-12-28,,,Pending,Debit Card,Pickup,10,1
48165,4322,15,286,2023-07-22,2023-07-28,2023-08-10,Delivered,Credit Card,Overnight,5,4
48166,1511,7,221,2025-04-05,2025-04-09,2025-04-22,Delivered,PayPal,Express,10,6
48167,2031,5,294,2022-10-21,2022-10-22,,Shipped,Credit Card,Free Shipping,10,1
48168,4770,29,91,2024-08-27,2024-08-30,2024-08-31,Delivered,Debit Card,Pickup,5,7
48169,1867,47,146,2025-11-17,,,Cancelled,Credit Card,Pickup,10,2
48170,1373,19,300,2024-09-25,2024-10-02,2024-10-16,Delivered,Debit Card,Pickup,15,2
48171,4498,12,51,2024-03-12,,,Pending,Apple Pay,Pickup,0,2
48172,4168,12,174,2025-09-09,2025-09-14,2025-09-15,Delivered,Wire Transfer,Express,0,2
48173,161,9,238,2023-08-10,2023-08-12,2023-08-26,Delivered,Debit Card,Free Shipping,5,6
48174,2204,8,246,2024-07-02,2024-07-06,2024-07-19,Delivered,Gift Card,Pickup,5,7
48175,3912,40,294,2024-02-06,2024-02-12,2024-02-23,Delivered,Gift Card,Overnight,0,2
48176,3640,18,186,2024-11-22,2024-11-26,,Shipped,Credit Card,Free Shipping,0,4
48177,334,27,175,2024-11-21,2024-11-28,2024-12-01,Delivered,Gift Card,Standard,10,2
48178,1554,47,118,2025-02-24,2025-03-03,2025-03-14,Delivered,Credit Card,Free Shipping,10,2
48179,3088,44,281,2025-04-05,2025-04-07,2025-04-17,Delivered,Gift Card,Pickup,10,9
48180,4288,13,31,2023-12-12,2023-12-16,2023-12-30,Delivered,Credit Card,Standard,0,7
48181,1842,21,290,2025-08-28,2025-08-30,2025-09-05,Delivered,Gift Card,Pickup,5,1
48182,1174,25,249,2025-08-17,,,Cancelled,Gift Card,Express,0,3
48183,2536,24,98,2025-05-27,2025-05-29,2025-06-06,Delivered,Wire Transfer,Standard,15,5
48184,737,38,248,2024-09-27,,,Processing,Google Pay,Express,15,2
48185,4475,1,77,2024-01-26,2024-02-02,2024-02-16,Delivered,Credit Card,Overnight,0,2
48186,3883,40,64,2024-07-19,2024-07-24,2024-07-27,Delivered,Wire Transfer,Pickup,10,2
48187,1249,25,295,2022-12-21,,,Processing,Debit Card,Free Shipping,10,3
48188,343,44,26,2024-08-28,2024-09-01,2024-09-15,Delivered,Google Pay,Pickup,0,9
48189,488,44,72,2024-11-17,2024-11-24,2024-12-04,Delivered,Wire Transfer,Express,0,9
48190,1251,37,48,2023-09-03,2023-09-04,2023-09-10,Delivered,Apple Pay,Free Shipping,10,1
48191,1765,27,220,2025-11-11,2025-11-13,2025-11-25,Delivered,Debit Card,Pickup,5,2
48192,2376,28,219,2024-02-27,2024-02-28,2024-03-12,Delivered,PayPal,Overnight,15,3
48193,4616,32,199,2022-10-25,2022-11-01,2022-11-02,Delivered,Credit Card,Free Shipping,0,4
48194,1327,40,139,2024-04-26,2024-04-27,2024-05-06,Delivered,Apple Pay,Pickup,10,2
48195,1912,1,283,2022-05-08,,,Cancelled,Apple Pay,Standard,0,2
48196,2802,31,256,2023-08-19,2023-08-22,2023-08-26,Delivered,Wire Transfer,Pickup,0,2
48197,4120,34,90,2022-07-11,,,Processing,Apple Pay,Standard,15,8
48198,1199,33,106,2025-10-11,2025-10-15,,Shipped,PayPal,Overnight,0,1
48199,4849,11,124,2025-06-24,2025-06-27,,Returned,Wire Transfer,Standard,15,6
48200,978,31,108,2025-09-22,2025-09-23,,Returned,Credit Card,Pickup,15,2
48201,2495,44,175,2023-07-08,2023-07-13,2023-07-27,Delivered,Credit Card,Pickup,5,9
48202,3269,28,214,2024-06-16,2024-06-20,,Shipped,Apple Pay,Express,0,3
48203,3351,48,234,2023-06-27,2023-07-02,2023-07-16,Delivered,Wire Transfer,Overnight,20,4
48204,2948,12,210,2023-12-11,2023-12-12,2023-12-16,Delivered,Debit Card,Pickup,0,2
48205,2707,32,53,2025-05-09,,,Cancelled,Apple Pay,Free Shipping,5,4
48206,2376,20,207,2024-03-09,2024-03-13,2024-03-20,Delivered,PayPal,Overnight,15,7
48207,380,1,278,2022-06-08,2022-06-10,2022-06-19,Delivered,Credit Card,Standard,0,2
48208,1323,39,199,2023-07-10,2023-07-13,,Shipped,Wire Transfer,Free Shipping,0,7
48209,3028,20,98,2024-11-02,2024-11-08,2024-11-21,Delivered,PayPal,Standard,0,7
48210,4227,28,221,2025-11-03,2025-11-07,2025-11-19,Delivered,Gift Card,Standard,20,3
48211,3143,4,210,2023-10-09,,,Processing,Gift Card,Standard,0,4
48212,3441,49,136,2024-10-27,2024-10-31,2024-11-08,Delivered,Gift Card,Express,15,1
48213,1718,41,192,2024-08-26,,,Cancelled,Credit Card,Standard,30,9
48214,4123,10,65,2022-05-23,,,Pending,Google Pay,Pickup,0,5
48215,916,6,53,2024-12-07,2024-12-14,2024-12-25,Delivered,PayPal,Pickup,10,6
48216,488,24,87,2024-08-01,2024-08-02,2024-08-08,Delivered,Credit Card,Overnight,25,5
48217,4468,36,144,2023-11-18,2023-11-21,,Shipped,Apple Pay,Standard,10,7
48218,3635,50,212,2024-10-09,2024-10-15,2024-10-21,Delivered,PayPal,Express,20,9
48219,4885,13,97,2024-10-04,2024-10-05,,Shipped,Wire Transfer,Overnight,5,7
48220,1075,48,22,2023-10-01,2023-10-04,2023-10-13,Delivered,Debit Card,Pickup,5,4
48221,4445,29,12,2025-06-27,2025-07-02,,Shipped,Gift Card,Standard,0,7
48222,2141,47,261,2023-01-15,2023-01-20,2023-01-21,Delivered,Gift Card,Pickup,10,2
48223,103,30,251,2023-06-11,2023-06-14,2023-06-20,Delivered,Debit Card,Express,10,6
48224,634,32,18,2024-07-17,,,Processing,Credit Card,Standard,0,4
48225,2514,28,109,2024-11-25,,,Pending,Gift Card,Standard,10,3
48226,1899,40,49,2025-07-06,2025-07-07,2025-07-16,Delivered,Wire Transfer,Pickup,5,2
48227,767,7,45,2024-11-02,2024-11-07,,Shipped,Credit Card,Standard,0,6
48228,1763,41,216,2024-12-23,,,Processing,Credit Card,Pickup,0,9
48229,658,43,279,2024-04-24,2024-05-01,2024-05-08,Delivered,Google Pay,Standard,25,7
48230,4265,31,118,2023-08-06,,,Pending,Wire Transfer,Standard,0,2
48231,4269,21,87,2025-08-20,,,Processing,Google Pay,Standard,10,1
48232,3323,36,186,2024-09-21,2024-09-27,2024-09-30,Delivered,Gift Card,Free Shipping,5,7
48233,126,16,65,2023-03-11,2023-03-15,2023-03-24,Delivered,Apple Pay,Standard,0,8
48234,4294,35,163,2024-09-28,2024-10-05,2024-10-18,Delivered,Credit Card,Free Shipping,5,8
48235,700,48,208,2024-11-26,2024-11-29,2024-12-06,Delivered,Apple Pay,Overnight,15,4
48236,3081,23,8,2022-03-24,2022-03-31,2022-04-07,Delivered,Gift Card,Overnight,0,5
48237,2308,43,82,2024-07-25,2024-07-29,2024-08-04,Delivered,Google Pay,Free Shipping,30,7
48238,3774,47,298,2022-05-16,2022-05-20,2022-05-29,Delivered,Gift Card,Free Shipping,10,2
48239,268,46,94,2022-06-27,2022-07-01,2022-07-05,Delivered,Apple Pay,Free Shipping,0,8
48240,1233,36,234,2025-05-23,2025-05-26,2025-06-06,Delivered,Apple Pay,Express,0,7
48241,620,8,125,2023-12-06,2023-12-10,,Shipped,Google Pay,Free Shipping,25,7
48242,1554,48,249,2022-11-12,2022-11-13,2022-11-23,Delivered,Debit Card,Overnight,0,4
48243,412,36,148,2025-02-20,2025-02-23,2025-03-05,Delivered,Apple Pay,Standard,25,7
48244,402,35,22,2024-09-06,,,Cancelled,PayPal,Free Shipping,15,8
48245,340,30,37,2024-04-28,2024-05-01,,Shipped,Debit Card,Express,0,6
48246,3466,23,212,2025-10-13,2025-10-20,2025-10-25,Delivered,Google Pay,Free Shipping,10,5
48247,4089,5,145,2023-10-12,2023-10-19,2023-10-31,Delivered,PayPal,Standard,10,1
48248,2860,44,41,2024-04-05,,,Processing,PayPal,Overnight,10,9
48249,4125,6,165,2023-08-24,2023-08-25,2023-08-28,Delivered,Google Pay,Free Shipping,15,6
48250,4894,13,88,2022-06-08,2022-06-15,2022-06-17,Delivered,Gift Card,Express,0,7
48251,506,17,1,2024-06-15,2024-06-20,2024-06-23,Delivered,Google Pay,Standard,15,9
48252,4793,4,291,2025-10-07,2025-10-10,,Returned,Credit Card,Pickup,5,4
48253,981,28,206,2025-09-07,2025-09-08,2025-09-14,Delivered,Google Pay,Overnight,5,3
48254,170,6,112,2025-04-13,2025-04-18,2025-04-29,Delivered,Apple Pay,Overnight,10,6
48255,2907,5,96,2023-07-13,2023-07-15,2023-07-20,Delivered,Debit Card,Standard,10,1
48256,848,37,232,2024-03-21,2024-03-24,2024-04-05,Delivered,Credit Card,Pickup,10,1
48257,1851,24,41,2024-04-24,2024-04-27,2024-05-09,Delivered,Google Pay,Free Shipping,0,5
48258,2891,26,67,2025-01-21,2025-01-28,2025-02-10,Delivered,Apple Pay,Overnight,10,1
48259,616,35,141,2025-09-19,2025-09-23,2025-09-27,Delivered,Apple Pay,Standard,0,8
48260,1996,41,13,2025-08-02,2025-08-04,2025-08-11,Delivered,Google Pay,Express,25,9
48261,4950,43,133,2023-11-07,2023-11-08,2023-11-17,Delivered,Debit Card,Free Shipping,0,7
48262,1770,30,195,2023-07-06,2023-07-08,2023-07-18,Delivered,Apple Pay,Standard,10,6
48263,3690,41,113,2022-04-26,2022-04-29,,Returned,Gift Card,Standard,10,9
48264,1174,25,149,2025-12-10,2025-12-11,2025-12-20,Delivered,Wire Transfer,Free Shipping,5,3
48265,484,16,247,2025-03-16,2025-03-23,2025-03-30,Delivered,Wire Transfer,Express,5,8
48266,4714,21,94,2024-08-28,2024-09-03,2024-09-13,Delivered,Debit Card,Standard,5,1
48267,252,17,132,2024-06-04,,,Processing,Apple Pay,Pickup,25,9
48268,132,15,170,2024-12-10,2024-12-12,2024-12-21,Delivered,Apple Pay,Express,10,4
48269,4767,37,117,2024-11-06,2024-11-07,2024-11-11,Delivered,Debit Card,Overnight,0,1
48270,2978,20,157,2023-09-05,2023-09-08,2023-09-20,Delivered,Wire Transfer,Express,0,7
48271,3282,13,210,2025-12-16,2025-12-17,2025-12-20,Delivered,Credit Card,Standard,5,7
48272,3280,50,232,2025-03-26,,,Cancelled,Debit Card,Pickup,10,9
48273,668,31,74,2024-02-08,2024-02-11,2024-02-23,Delivered,PayPal,Free Shipping,0,2
48274,2364,12,122,2024-06-05,2024-06-12,2024-06-21,Delivered,Gift Card,Free Shipping,0,2
48275,2709,29,174,2022-03-26,2022-03-29,2022-04-04,Delivered,Credit Card,Express,10,7
48276,2911,17,283,2024-04-06,2024-04-09,2024-04-15,Delivered,Debit Card,Express,10,9
48277,4378,28,98,2025-04-20,,,Pending,Gift Card,Standard,25,3
48278,2692,12,16,2024-09-09,,,Processing,Wire Transfer,Standard,0,2
48279,4468,26,24,2024-09-23,,,Pending,Wire Transfer,Pickup,20,1
48280,1758,31,29,2025-02-12,2025-02-18,2025-02-20,Delivered,PayPal,Pickup,0,2
48281,874,22,232,2024-11-13,2024-11-18,2024-11-29,Delivered,Google Pay,Express,15,5
48282,44,8,87,2022-03-13,2022-03-20,2022-03-24,Delivered,Google Pay,Express,20,7
48283,3883,31,48,2023-04-14,2023-04-15,2023-04-20,Delivered,Apple Pay,Pickup,5,2
48284,2137,41,22,2023-11-22,,,Pending,Google Pay,Pickup,5,9
48285,2765,39,265,2024-02-11,2024-02-13,2024-02-26,Delivered,PayPal,Overnight,0,7
48286,755,37,166,2024-06-16,2024-06-22,2024-07-04,Delivered,Credit Card,Express,5,1
48287,4477,32,29,2022-05-28,2022-06-04,2022-06-15,Delivered,PayPal,Overnight,0,4
48288,4472,14,153,2025-12-24,2025-12-29,2026-01-05,Delivered,Credit Card,Express,0,1
48289,4565,30,56,2025-07-23,2025-07-28,2025-08-02,Delivered,Wire Transfer,Express,0,6
48290,388,8,93,2022-06-02,2022-06-07,2022-06-13,Delivered,Debit Card,Pickup,0,7
48291,2088,15,14,2025-06-11,2025-06-15,2025-06-19,Delivered,Wire Transfer,Free Shipping,0,4
48292,2620,17,287,2024-05-03,2024-05-04,2024-05-08,Delivered,Google Pay,Free Shipping,0,9
48293,2461,44,180,2024-07-23,,,Cancelled,PayPal,Pickup,0,9
48294,3630,47,292,2025-12-24,,,Cancelled,PayPal,Overnight,0,2
48295,977,12,93,2023-01-01,2023-01-04,2023-01-16,Delivered,PayPal,Standard,5,2
48296,4580,23,273,2024-02-08,2024-02-13,2024-02-20,Delivered,PayPal,Standard,0,5
48297,824,19,46,2025-09-15,2025-09-21,2025-09-26,Delivered,Apple Pay,Free Shipping,25,2
48298,1769,20,251,2025-12-17,2025-12-20,2025-12-21,Delivered,PayPal,Standard,15,7
48299,4594,39,271,2025-04-24,2025-04-29,,Shipped,Google Pay,Overnight,10,7
48300,4442,41,189,2024-11-08,2024-11-12,2024-11-15,Delivered,Wire Transfer,Standard,20,9
48301,2920,27,295,2023-05-16,,,Processing,Debit Card,Free Shipping,10,2
48302,4011,22,26,2022-12-17,2022-12-23,2023-01-04,Delivered,Apple Pay,Express,10,5
48303,126,8,99,2024-11-18,2024-11-20,2024-12-01,Delivered,Apple Pay,Overnight,0,7
48304,1738,46,28,2024-09-22,2024-09-26,,Shipped,Apple Pay,Pickup,0,8
48305,4607,6,274,2025-01-11,2025-01-18,2025-01-29,Delivered,Debit Card,Pickup,0,6
48306,2386,28,45,2023-08-17,2023-08-19,2023-08-25,Delivered,Apple Pay,Standard,5,3
48307,2145,20,89,2024-11-02,2024-11-07,2024-11-08,Delivered,Debit Card,Overnight,0,7
48308,4033,15,37,2024-06-16,2024-06-17,,Shipped,Gift Card,Overnight,5,4
48309,110,12,56,2024-09-24,,,Cancelled,Wire Transfer,Express,5,2
48310,3122,42,192,2023-04-13,2023-04-16,2023-04-28,Delivered,Gift Card,Standard,0,8
48311,2070,15,112,2022-05-22,,,Pending,Debit Card,Express,0,4
48312,3848,20,120,2024-09-20,2024-09-27,2024-10-08,Delivered,Gift Card,Overnight,15,7
48313,2450,7,23,2022-11-20,2022-11-21,2022-11-28,Delivered,Wire Transfer,Standard,15,6
48314,2098,10,201,2023-01-15,2023-01-21,2023-01-29,Delivered,Debit Card,Express,5,5
48315,1932,22,20,2023-12-08,2023-12-11,2023-12-15,Delivered,Debit Card,Pickup,0,5
48316,1588,38,206,2022-03-14,2022-03-17,2022-03-30,Delivered,Wire Transfer,Express,10,2
48317,286,31,107,2023-05-14,2023-05-16,2023-05-18,Delivered,Gift Card,Standard,10,2
48318,3323,45,241,2023-09-19,,,Pending,Debit Card,Standard,10,1
48319,3078,8,259,2023-12-10,2023-12-13,2023-12-14,Delivered,PayPal,Express,0,7
48320,672,37,22,2025-07-22,2025-07-26,,Shipped,Gift Card,Free Shipping,15,1
48321,3585,47,108,2022-11-06,2022-11-13,2022-11-15,Delivered,Wire Transfer,Express,20,2
48322,4400,14,208,2023-02-21,2023-02-23,2023-02-26,Delivered,PayPal,Standard,15,1
48323,2647,50,82,2025-07-23,,,Pending,Google Pay,Express,5,9
48324,1768,21,141,2023-11-23,2023-11-27,2023-12-02,Delivered,Gift Card,Free Shipping,0,1
48325,2284,8,299,2024-03-22,,,Processing,Credit Card,Pickup,0,7
48326,3135,40,70,2023-03-25,2023-03-26,2023-03-27,Delivered,Apple Pay,Standard,25,2
48327,922,22,282,2023-07-21,2023-07-26,2023-07-28,Delivered,Gift Card,Pickup,10,5
48328,16,10,114,2024-04-18,2024-04-21,2024-04-30,Delivered,Debit Card,Pickup,25,5
48329,4943,16,223,2022-04-10,2022-04-14,2022-04-24,Delivered,Gift Card,Pickup,20,8
48330,1353,21,193,2025-03-09,2025-03-14,2025-03-25,Delivered,Credit Card,Pickup,10,1
48331,3232,12,288,2023-12-19,2023-12-24,,Returned,Apple Pay,Pickup,0,2
48332,1846,10,257,2024-07-17,2024-07-19,2024-07-26,Delivered,Credit Card,Express,10,5
48333,1570,36,127,2024-12-06,2024-12-11,2024-12-16,Delivered,Wire Transfer,Free Shipping,10,7
48334,4424,26,139,2023-01-02,2023-01-07,2023-01-14,Delivered,PayPal,Free Shipping,0,1
48335,1852,18,111,2022-11-14,2022-11-18,2022-11-26,Delivered,Debit Card,Free Shipping,0,4
48336,96,1,109,2024-08-27,,,Cancelled,Google Pay,Overnight,15,2
48337,4174,11,23,2023-04-14,2023-04-17,2023-04-26,Delivered,Google Pay,Express,20,6
48338,2148,17,83,2024-10-20,2024-10-22,2024-10-23,Delivered,Wire Transfer,Standard,0,9
48339,609,18,262,2024-10-07,2024-10-11,2024-10-21,Delivered,Wire Transfer,Standard,25,4
48340,189,36,252,2025-08-05,2025-08-10,2025-08-24,Delivered,Credit Card,Pickup,0,7
48341,895,22,153,2024-09-26,2024-10-01,2024-10-02,Delivered,Credit Card,Express,0,5
48342,2399,22,300,2022-08-23,2022-08-27,,Shipped,Credit Card,Express,0,5
48343,4567,38,13,2024-09-24,2024-09-26,2024-10-01,Delivered,Google Pay,Free Shipping,20,2
48344,4901,27,11,2022-11-17,2022-11-21,2022-11-24,Delivered,Apple Pay,Pickup,30,2
48345,735,16,43,2025-03-05,2025-03-10,,Shipped,Google Pay,Standard,15,8
48346,660,45,150,2023-07-18,,,Processing,Wire Transfer,Overnight,0,1
48347,3870,8,295,2025-11-20,2025-11-23,,Shipped,Credit Card,Standard,0,7
48348,362,23,89,2023-08-22,2023-08-24,2023-08-29,Delivered,PayPal,Overnight,0,5
48349,1430,47,192,2024-09-14,2024-09-17,2024-09-21,Delivered,Wire Transfer,Free Shipping,20,2
48350,3311,10,34,2023-06-26,2023-07-02,2023-07-13,Delivered,Credit Card,Express,20,5
48351,270,11,209,2023-11-17,2023-11-21,2023-11-25,Delivered,Wire Transfer,Express,10,6
48352,317,28,266,2023-06-19,2023-06-25,2023-07-09,Delivered,Credit Card,Pickup,15,3
48353,1663,36,21,2025-07-12,,,Cancelled,Debit Card,Pickup,20,7
48354,4572,25,279,2024-07-20,,,Processing,Wire Transfer,Overnight,15,3
48355,2448,7,128,2025-04-20,2025-04-27,2025-05-08,Delivered,Gift Card,Standard,10,6
48356,3473,17,4,2024-07-10,2024-07-13,2024-07-17,Delivered,PayPal,Express,0,9
48357,2564,32,247,2024-03-24,2024-03-30,2024-04-05,Delivered,Gift Card,Standard,10,4
48358,862,12,146,2024-07-16,2024-07-18,,Returned,Debit Card,Overnight,10,2
48359,2540,47,55,2023-12-16,,,Processing,Google Pay,Pickup,0,2
48360,448,11,33,2023-09-23,,,Cancelled,Gift Card,Free Shipping,10,6
48361,319,17,45,2024-10-04,2024-10-09,2024-10-16,Delivered,Wire Transfer,Express,15,9
48362,776,19,17,2023-03-06,,,Cancelled,Gift Card,Pickup,20,2
48363,4242,30,254,2024-06-03,,,Pending,Apple Pay,Standard,10,6
48364,2710,23,41,2025-08-01,,,Processing,PayPal,Free Shipping,25,5
48365,2262,10,206,2023-09-04,2023-09-06,2023-09-16,Delivered,Credit Card,Pickup,0,5
48366,2235,13,66,2024-12-08,,,Pending,Credit Card,Free Shipping,0,7
48367,4282,29,282,2022-02-02,,,Pending,Wire Transfer,Overnight,25,7
48368,2485,39,272,2025-09-24,2025-09-30,2025-10-10,Delivered,PayPal,Express,0,7
48369,3958,50,48,2025-09-25,2025-09-26,2025-09-27,Delivered,Google Pay,Free Shipping,20,9
48370,2417,40,169,2022-08-05,2022-08-06,2022-08-12,Delivered,Gift Card,Express,0,2
48371,1825,13,85,2025-11-04,2025-11-10,2025-11-24,Delivered,Google Pay,Express,20,7
48372,1585,11,124,2023-09-28,2023-10-04,2023-10-15,Delivered,Apple Pay,Free Shipping,0,6
48373,1657,6,27,2023-03-10,2023-03-17,2023-03-24,Delivered,Apple Pay,Overnight,10,6
48374,3954,23,225,2022-11-17,2022-11-19,2022-11-28,Delivered,Apple Pay,Pickup,0,5
48375,4484,33,79,2023-06-12,2023-06-17,2023-06-29,Delivered,Apple Pay,Overnight,0,1
48376,2077,48,110,2022-06-17,2022-06-24,2022-06-27,Delivered,Gift Card,Free Shipping,20,4
48377,3711,32,133,2022-11-15,2022-11-19,2022-11-28,Delivered,Credit Card,Express,15,4
48378,2059,15,70,2022-07-06,2022-07-10,2022-07-21,Delivered,Debit Card,Overnight,0,4
48379,496,15,163,2023-12-14,2023-12-17,2023-12-26,Delivered,Apple Pay,Free Shipping,15,4
48380,3164,19,46,2024-01-27,2024-01-29,2024-02-01,Delivered,Apple Pay,Express,5,2
48381,699,41,111,2024-07-07,2024-07-08,2024-07-21,Delivered,Wire Transfer,Express,0,9
48382,2943,11,259,2024-03-28,2024-04-04,2024-04-14,Delivered,Debit Card,Express,30,6
48383,681,39,77,2025-09-20,2025-09-24,2025-10-03,Delivered,Wire Transfer,Express,15,7
48384,665,22,27,2024-04-07,2024-04-08,,Shipped,Debit Card,Express,5,5
48385,4745,33,141,2024-09-17,,,Cancelled,PayPal,Overnight,10,1
48386,2929,15,90,2025-11-15,2025-11-19,2025-11-20,Delivered,Debit Card,Standard,0,4
48387,1186,34,208,2024-06-06,2024-06-07,2024-06-08,Delivered,Wire Transfer,Standard,5,8
48388,1387,33,28,2025-07-11,2025-07-13,2025-07-27,Delivered,Apple Pay,Overnight,0,1
48389,4758,10,259,2023-12-12,2023-12-13,2023-12-24,Delivered,Debit Card,Standard,0,5
48390,3041,41,210,2024-08-28,,,Cancelled,Debit Card,Express,0,9
48391,3846,37,263,2024-11-15,2024-11-20,,Shipped,Apple Pay,Pickup,0,1
48392,1960,1,56,2024-07-04,,,Pending,Credit Card,Overnight,0,2
48393,2325,26,108,2024-11-19,2024-11-21,,Shipped,Google Pay,Pickup,0,1
48394,4526,7,38,2025-07-05,2025-07-07,,Shipped,Debit Card,Pickup,5,6
48395,4379,28,237,2024-01-23,2024-01-29,2024-01-30,Delivered,Debit Card,Pickup,10,3
48396,303,39,104,2024-08-24,2024-08-30,2024-09-10,Delivered,Gift Card,Free Shipping,10,7
48397,1133,18,223,2025-12-10,,,Processing,PayPal,Standard,0,4
48398,1456,39,14,2022-01-15,2022-01-17,,Returned,Wire Transfer,Pickup,10,7
48399,2569,39,60,2023-10-26,2023-10-28,2023-10-30,Delivered,Debit Card,Overnight,0,7
48400,1189,7,158,2024-04-28,,,Processing,Debit Card,Overnight,0,6
48401,188,36,286,2022-01-22,2022-01-29,2022-02-01,Delivered,Gift Card,Overnight,10,7
48402,2593,20,242,2024-12-17,2024-12-24,2025-01-01,Delivered,PayPal,Overnight,10,7
48403,319,49,176,2025-02-14,2025-02-15,2025-02-20,Delivered,PayPal,Pickup,10,1
48404,1822,23,295,2025-12-28,2026-01-02,,Shipped,Apple Pay,Free Shipping,5,5
48405,4746,7,12,2022-11-11,,,Processing,Debit Card,Pickup,15,6
48406,2850,36,33,2023-10-23,2023-10-28,2023-11-01,Delivered,Wire Transfer,Standard,10,7
48407,1361,32,128,2025-11-28,2025-12-04,2025-12-15,Delivered,Google Pay,Standard,0,4
48408,3097,37,152,2022-09-07,2022-09-12,2022-09-19,Delivered,Google Pay,Pickup,0,1
48409,4624,22,68,2025-08-07,2025-08-13,2025-08-21,Delivered,Credit Card,Pickup,10,5
48410,1192,12,289,2023-08-09,2023-08-11,2023-08-22,Delivered,Debit Card,Free Shipping,10,2
48411,2552,39,125,2024-08-22,2024-08-23,2024-08-28,Delivered,Credit Card,Overnight,25,7
48412,2327,5,152,2025-04-24,2025-04-28,2025-05-10,Delivered,Apple Pay,Free Shipping,5,1
48413,925,7,199,2023-11-16,2023-11-19,2023-11-30,Delivered,Google Pay,Pickup,0,6
48414,4149,11,92,2023-05-08,2023-05-09,2023-05-16,Delivered,PayPal,Express,10,6
48415,1736,43,199,2025-07-03,2025-07-10,2025-07-16,Delivered,Debit Card,Express,15,7
48416,3778,18,145,2022-12-27,,,Processing,Apple Pay,Overnight,0,4
48417,2801,50,2,2025-11-28,2025-12-02,2025-12-16,Delivered,Credit Card,Free Shipping,30,9
48418,4154,17,37,2025-12-26,2025-12-27,,Shipped,Apple Pay,Overnight,0,9
48419,19,16,292,2022-12-11,2022-12-14,2022-12-22,Delivered,Apple Pay,Standard,30,8
48420,4060,12,293,2025-11-01,2025-11-08,2025-11-15,Delivered,Google Pay,Express,5,2
48421,3228,10,53,2023-04-04,2023-04-06,2023-04-08,Delivered,PayPal,Express,0,5
48422,4202,7,179,2023-12-21,2023-12-22,,Shipped,Credit Card,Standard,5,6
48423,1887,9,92,2024-06-24,2024-06-26,2024-07-10,Delivered,PayPal,Pickup,15,6
48424,1703,12,218,2023-07-16,2023-07-19,,Returned,Google Pay,Free Shipping,5,2
48425,4333,48,260,2024-02-24,2024-02-29,2024-03-14,Delivered,Apple Pay,Standard,0,4
48426,4342,1,242,2023-11-06,2023-11-07,2023-11-09,Delivered,Wire Transfer,Pickup,25,2
48427,2867,31,97,2025-09-15,2025-09-18,2025-09-29,Delivered,Debit Card,Express,5,2
48428,4099,47,72,2023-01-11,2023-01-17,2023-01-30,Delivered,PayPal,Overnight,15,2
48429,3390,46,32,2024-06-08,2024-06-15,2024-06-24,Delivered,Google Pay,Pickup,10,8
48430,1583,5,36,2025-11-19,,,Cancelled,Wire Transfer,Overnight,10,1
48431,4969,19,57,2023-01-07,2023-01-10,,Shipped,Debit Card,Standard,0,2
48432,3211,15,75,2022-10-09,,,Processing,Gift Card,Express,5,4
48433,3107,4,238,2025-12-13,2025-12-19,2025-12-27,Delivered,Debit Card,Standard,10,4
48434,4560,27,195,2024-06-09,2024-06-12,2024-06-24,Delivered,Google Pay,Express,0,2
48435,1235,41,85,2025-10-25,2025-10-31,2025-11-09,Delivered,Google Pay,Overnight,0,9
48436,3252,23,211,2024-12-08,,,Cancelled,Google Pay,Pickup,0,5
48437,2302,43,283,2024-01-11,2024-01-16,2024-01-26,Delivered,Credit Card,Overnight,15,7
48438,4971,19,258,2023-12-22,2023-12-29,2024-01-10,Delivered,Apple Pay,Express,0,2
48439,4570,38,291,2024-07-21,2024-07-25,2024-07-30,Delivered,Credit Card,Overnight,0,2
48440,921,38,183,2024-03-26,2024-04-02,2024-04-16,Delivered,Apple Pay,Standard,10,2
48441,2224,9,287,2025-12-04,2025-12-06,,Shipped,Credit Card,Express,0,6
