ticket_id,customer_id,category,priority,status,created_date,resolved_date,days_to_resolve,satisfaction_score,agent_id
6045,2540,Return Request,High,Escalated,11/18/2025,12/12/2025,24,1,109
6046,923,General Inquiry,Critical,Closed,3/28/2025,4/9/2025,12,2,84
6047,1520,Shipping,Medium,Open,5/16/2026,5/20/2026,4,2,202
6048,4002,Product Defect,Critical,Open,5/6/2025,5/14/2025,8,3,279
6049,3878,Return Request,Medium,In Progress,1/21/2025,2/14/2025,24,5,256
6050,4632,Technical Support,Low,Escalated,10/24/2024,11/8/2024,15,3,73
6051,689,Billing,Medium,Open,2/12/2026,2/28/2026,16,5,69
6052,3911,Billing,Low,Open,1/14/2025,1/31/2025,17,1,57
6053,2182,Account Issue,Medium,In Progress,12/12/2024,1/11/2025,30,1,90
6054,1388,Technical Support,Medium,In Progress,2/14/2025,3/16/2025,30,1,214
6055,2421,Technical Support,Medium,Closed,1/28/2026,2/7/2026,10,4,154
6056,4150,Product Defect,Low,Closed,4/5/2025,5/5/2025,30,3,48
6057,2466,Account Issue,Medium,Closed,5/19/2025,5/22/2025,3,1,73
6058,3210,Account Issue,Low,Resolved,2/3/2025,2/6/2025,3,3,3
6059,2853,Technical Support,High,In Progress,1/5/2026,1/31/2026,26,4,189
6060,2679,General Inquiry,Low,Resolved,3/31/2026,4/14/2026,14,3,52
6061,404,Return Request,High,In Progress,10/11/2024,11/8/2024,28,4,198
6062,2870,Technical Support,Medium,Escalated,9/6/2025,9/16/2025,10,2,241
6063,353,Shipping,Medium,Resolved,11/7/2024,11/30/2024,23,1,106
6064,1866,Product Defect,Low,In Progress,3/3/2025,3/28/2025,25,5,173
6065,3257,Return Request,High,In Progress,9/25/2025,10/3/2025,8,1,22
6066,3338,Account Issue,Low,Closed,4/29/2026,5/14/2026,15,3,7
6067,1558,Technical Support,Medium,Resolved,5/13/2026,5/16/2026,3,1,235
6068,785,Account Issue,Medium,Resolved,8/30/2025,,,,9
6069,1391,Account Issue,Medium,Open,12/15/2025,12/16/2025,1,3,215
6070,4681,Technical Support,Low,Resolved,1/8/2026,2/6/2026,29,4,82
6071,1418,Product Defect,Low,Open,1/24/2025,2/13/2025,20,2,39
6072,3242,Billing,Low,Open,6/20/2025,7/16/2025,26,4,73
6073,4147,Account Issue,Medium,Escalated,6/12/2024,6/15/2024,3,5,75
6074,2513,Product Defect,Medium,Resolved,12/30/2024,,,,27
6075,4295,Technical Support,Low,Escalated,1/21/2025,1/27/2025,6,5,243
6076,1445,Return Request,Low,Open,7/31/2024,,,,259
6077,4886,Product Defect,Low,In Progress,11/10/2025,11/24/2025,14,3,22
6078,4571,Account Issue,Medium,Resolved,10/6/2024,10/7/2024,1,1,42
6079,3115,General Inquiry,Critical,In Progress,1/3/2026,2/2/2026,30,1,94
6080,4500,Technical Support,Medium,Escalated,5/11/2026,5/21/2026,10,4,201
6081,1443,Product Defect,Low,Escalated,10/1/2025,10/14/2025,13,3,191
6082,4344,Account Issue,Critical,Resolved,9/14/2024,9/30/2024,16,1,191
6083,3184,General Inquiry,High,Escalated,11/15/2024,12/2/2024,17,1,189
6084,2695,Shipping,High,Closed,11/9/2025,11/16/2025,7,1,137
6085,2764,General Inquiry,Low,Resolved,2/10/2026,,,,5
6086,148,General Inquiry,Medium,In Progress,9/19/2025,10/11/2025,22,3,295
6087,1292,Return Request,Low,Closed,2/14/2026,2/14/2026,0,3,120
6088,2375,Account Issue,Low,Escalated,5/1/2025,5/17/2025,16,5,292
6089,3659,Return Request,Critical,Resolved,12/15/2025,,,,129
6090,1926,Product Defect,Medium,In Progress,5/8/2025,,,,111
6091,2432,Technical Support,Low,In Progress,6/17/2024,6/25/2024,8,2,125
6092,4966,Product Defect,Medium,Resolved,5/28/2026,6/18/2026,21,3,290
6093,1161,Billing,Low,Closed,3/14/2026,,,,39
6094,4337,General Inquiry,Medium,Open,9/9/2025,9/27/2025,18,1,240
6095,2425,Account Issue,Low,Closed,11/20/2025,12/20/2025,30,3,250
6096,3187,Billing,Critical,Escalated,8/31/2025,9/14/2025,14,4,142
6097,243,Shipping,High,In Progress,9/28/2024,10/22/2024,24,1,94
6098,2241,Account Issue,Medium,In Progress,7/28/2025,8/24/2025,27,2,11
6099,625,Shipping,Medium,Open,11/3/2024,11/26/2024,23,3,43
6100,4050,Shipping,Medium,Resolved,8/31/2025,9/11/2025,11,4,127
6101,2607,Shipping,High,In Progress,1/7/2026,1/30/2026,23,5,192
6102,1116,Product Defect,High,Resolved,2/18/2026,3/8/2026,18,2,163
6103,1396,Account Issue,Low,Escalated,8/10/2024,8/14/2024,4,4,242
6104,1472,Technical Support,Medium,In Progress,4/21/2025,4/22/2025,1,2,47
6105,1423,Product Defect,Low,Open,3/24/2026,,,,64
6106,3927,Shipping,High,Resolved,6/8/2025,6/27/2025,19,4,34
6107,388,Technical Support,High,Open,4/7/2025,5/3/2025,26,4,43
6108,734,Product Defect,Medium,Open,11/17/2025,12/15/2025,28,5,277
6109,4728,Account Issue,Low,In Progress,9/5/2025,10/3/2025,28,1,209
6110,514,Account Issue,Low,Open,6/15/2025,7/3/2025,18,5,164
6111,2389,Billing,High,In Progress,7/21/2025,7/22/2025,1,2,275
6112,1518,Product Defect,Low,Closed,10/3/2025,10/14/2025,11,2,268
6113,2424,Return Request,Low,Escalated,11/8/2024,11/14/2024,6,1,256
6114,2991,Product Defect,Medium,In Progress,10/10/2025,10/10/2025,0,2,259
6115,4961,Billing,Medium,Open,11/16/2024,,,,287
6116,4082,Return Request,Low,In Progress,5/1/2025,,,,264
6117,828,General Inquiry,High,Resolved,5/1/2025,5/23/2025,22,4,262
6118,4729,Account Issue,Low,In Progress,3/24/2025,4/12/2025,19,5,169
6119,1129,Product Defect,Low,Resolved,8/4/2024,8/11/2024,7,1,70
6120,394,Account Issue,High,In Progress,6/27/2025,,,,229
6121,4646,Return Request,Low,Open,9/9/2025,10/9/2025,30,4,219
6122,921,Shipping,Critical,Resolved,10/16/2025,10/31/2025,15,3,199
6123,2572,Account Issue,Medium,Closed,4/14/2026,,,,85
6124,2917,Return Request,Low,Closed,10/7/2025,10/11/2025,4,4,39
6125,3245,Shipping,Critical,Escalated,9/1/2025,9/16/2025,15,5,145
6126,629,Return Request,Medium,Closed,6/5/2025,6/22/2025,17,4,143
6127,2338,Account Issue,High,Open,6/13/2025,6/29/2025,16,2,6
6128,3713,Account Issue,Medium,Open,1/24/2025,2/17/2025,24,4,11
6129,4277,General Inquiry,Low,Escalated,1/26/2026,,,,263
6130,4751,Shipping,Low,Closed,11/17/2024,,,,206
6131,4203,Technical Support,Medium,In Progress,6/14/2025,7/9/2025,25,3,254
6132,2907,Shipping,Medium,Closed,12/10/2025,12/21/2025,11,1,118
6133,4475,Account Issue,Low,Closed,10/9/2024,10/16/2024,7,2,21
6134,4116,Billing,High,Closed,2/2/2026,2/18/2026,16,5,55
6135,1073,Billing,Low,In Progress,3/14/2026,4/9/2026,26,1,282
6136,141,General Inquiry,Low,Escalated,11/19/2024,,,,56
6137,4748,Account Issue,Medium,Closed,12/12/2024,12/17/2024,5,2,180
6138,2533,Billing,High,Closed,4/2/2025,4/23/2025,21,2,299
6139,4211,Shipping,Medium,Closed,3/25/2026,,,,1
6140,321,Billing,Low,Closed,9/13/2025,10/7/2025,24,2,136
6141,1683,Technical Support,Medium,Open,8/13/2025,8/29/2025,16,2,49
6142,4588,Shipping,Medium,Open,7/2/2024,7/12/2024,10,2,298
6143,4439,Shipping,Critical,Resolved,2/10/2025,2/11/2025,1,1,146
6144,118,Product Defect,Low,Open,1/23/2026,2/10/2026,18,2,256
6145,4782,General Inquiry,Low,Closed,6/16/2024,6/16/2024,0,1,227
6146,1250,Account Issue,Low,In Progress,2/9/2025,3/2/2025,21,4,176
6147,2519,Product Defect,Low,In Progress,3/19/2026,4/2/2026,14,4,139
6148,3102,Technical Support,Medium,Open,5/28/2026,6/25/2026,28,5,291
6149,4337,Billing,Medium,Closed,2/23/2025,3/11/2025,16,2,274
6150,4033,Return Request,Medium,Escalated,8/6/2025,8/13/2025,7,5,232
6151,1723,Account Issue,Medium,In Progress,5/7/2025,5/23/2025,16,4,247
6152,4548,Return Request,Medium,In Progress,1/2/2025,1/27/2025,25,4,138
6153,537,Product Defect,Low,Open,6/12/2025,7/11/2025,29,4,38
6154,276,Product Defect,Low,Escalated,8/8/2024,,,,169
6155,548,Account Issue,Medium,In Progress,3/17/2025,4/8/2025,22,3,253
6156,902,Account Issue,Medium,Open,11/29/2024,12/3/2024,4,4,297
6157,1663,Return Request,Low,Resolved,8/16/2024,9/3/2024,18,4,172
6158,1749,Billing,Low,In Progress,9/26/2024,,,,210
6159,524,Shipping,Low,Escalated,8/12/2025,,,,297
6160,3644,Shipping,High,In Progress,2/12/2026,2/19/2026,7,5,113
6161,4517,Return Request,Critical,Closed,7/31/2024,8/7/2024,7,2,121
6162,455,Shipping,Low,Escalated,2/7/2026,3/3/2026,24,1,90
6163,2704,Billing,Critical,Escalated,4/8/2026,,,,270
6164,4814,Product Defect,High,Escalated,2/18/2025,2/23/2025,5,4,259
6165,2922,Technical Support,Medium,Resolved,9/10/2025,9/15/2025,5,1,61
6166,3744,Billing,Medium,Open,3/7/2026,3/24/2026,17,3,13
6167,847,Return Request,Low,Open,8/21/2025,,,,110
6168,1857,Billing,Low,Escalated,9/2/2025,9/23/2025,21,3,133
6169,1202,Technical Support,Medium,Escalated,11/6/2025,11/10/2025,4,3,228
6170,1716,Product Defect,Low,Open,1/15/2025,2/9/2025,25,1,43
6171,2298,General Inquiry,Medium,In Progress,1/19/2025,2/17/2025,29,5,136
6172,88,Technical Support,Medium,Closed,4/29/2026,5/8/2026,9,5,154
6173,1842,Billing,Low,Open,5/22/2025,6/4/2025,13,2,39
6174,3233,Product Defect,Medium,Escalated,12/13/2024,1/7/2025,25,1,246
6175,3123,Product Defect,Medium,In Progress,11/3/2024,11/22/2024,19,4,288
6176,4464,Account Issue,Critical,Closed,12/24/2024,1/1/2025,8,5,137
6177,914,Technical Support,Medium,Resolved,6/21/2025,,,,291
6178,4619,Product Defect,Medium,In Progress,1/5/2025,1/5/2025,0,1,165
6179,3585,Technical Support,High,In Progress,12/20/2024,1/12/2025,23,3,183
6180,1140,Technical Support,Medium,Open,9/11/2024,9/21/2024,10,1,202
6181,3155,Product Defect,High,Resolved,3/28/2026,4/6/2026,9,2,263
6182,899,Account Issue,Medium,Closed,6/26/2024,7/5/2024,9,1,37
6183,1159,Shipping,Low,In Progress,10/24/2025,10/25/2025,1,1,117
6184,4266,Product Defect,Critical,Open,1/8/2026,1/20/2026,12,1,262
6185,1899,Billing,High,Open,5/29/2025,6/16/2025,18,5,124
6186,4132,Technical Support,Medium,In Progress,6/12/2025,6/20/2025,8,1,167
6187,2900,Billing,Medium,Open,9/30/2024,10/21/2024,21,4,207
6188,2976,Return Request,Medium,Closed,10/10/2025,,,,158
6189,1177,Billing,Medium,Open,5/8/2026,5/26/2026,18,5,293
6190,1972,Product Defect,Low,Open,4/24/2026,5/21/2026,27,4,199
6191,3394,Account Issue,High,Closed,4/20/2025,4/24/2025,4,5,240
6192,2603,Billing,Low,Resolved,7/28/2025,,,,137
6193,3834,Shipping,Medium,In Progress,9/27/2024,,,,260
6194,283,Return Request,High,In Progress,1/6/2025,,,,45
6195,2573,Shipping,Medium,Escalated,8/1/2025,8/24/2025,23,3,92
6196,4756,Billing,High,Open,9/5/2025,9/11/2025,6,4,284
6197,675,Product Defect,Medium,In Progress,3/4/2026,3/26/2026,22,4,105
6198,4384,Return Request,Low,Resolved,8/1/2024,8/8/2024,7,5,39
6199,4082,Billing,Low,Resolved,1/9/2025,,,,287
6200,107,Account Issue,Low,In Progress,1/24/2026,,,,23
6201,2591,Shipping,Medium,Escalated,11/15/2024,12/12/2024,27,2,16
6202,2588,Product Defect,Low,Open,4/12/2026,4/24/2026,12,1,47
6203,121,Return Request,Critical,Closed,3/27/2026,4/24/2026,28,3,141
6204,1516,Account Issue,Medium,Escalated,2/18/2025,2/28/2025,10,3,86
6205,2495,General Inquiry,Low,Resolved,6/7/2025,,,,140
6206,2348,Billing,High,Open,10/9/2025,10/30/2025,21,2,269
6207,349,Technical Support,Low,Open,9/20/2024,10/6/2024,16,1,2
6208,2073,Billing,Medium,Open,8/24/2025,9/13/2025,20,3,4
6209,3351,General Inquiry,High,Open,2/6/2026,3/8/2026,30,3,45
6210,578,Return Request,Low,Closed,6/19/2025,7/16/2025,27,5,75
6211,3304,Return Request,Medium,Escalated,10/18/2024,10/19/2024,1,4,148
6212,3556,Product Defect,High,Escalated,3/2/2025,3/26/2025,24,3,195
6213,644,Account Issue,High,Escalated,5/13/2025,5/26/2025,13,4,4
6214,1095,General Inquiry,Low,Escalated,6/19/2025,7/15/2025,26,5,24
6215,1519,Product Defect,Medium,Escalated,1/29/2026,,,,14
6216,2560,Account Issue,Medium,Resolved,3/10/2025,,,,6
6217,1517,General Inquiry,Critical,Open,9/24/2024,10/1/2024,7,2,70
6218,4837,Return Request,Low,In Progress,4/5/2026,,,,241
6219,3240,Technical Support,Medium,Resolved,5/11/2026,6/6/2026,26,1,36
6220,3067,Return Request,Low,Open,8/24/2025,9/19/2025,26,5,283
6221,4670,Billing,Critical,In Progress,2/5/2025,2/26/2025,21,2,268
6222,4873,Technical Support,Low,Open,7/11/2025,,,,275
6223,4449,Return Request,High,In Progress,12/12/2024,12/27/2024,15,3,142
6224,2210,General Inquiry,Low,Resolved,2/16/2026,2/21/2026,5,1,35
6225,2065,Shipping,Low,In Progress,8/9/2025,,,,127
6226,1223,Billing,Low,In Progress,3/18/2025,3/21/2025,3,5,82
6227,978,Product Defect,Low,Resolved,7/22/2025,8/8/2025,17,2,113
6228,4940,Return Request,Low,Closed,3/2/2026,3/8/2026,6,4,132
6229,2666,General Inquiry,Low,Closed,7/8/2025,7/9/2025,1,4,199
6230,950,Shipping,Medium,Open,8/10/2024,9/3/2024,24,1,189
6231,3081,Product Defect,High,Resolved,6/2/2026,6/18/2026,16,4,170
6232,3948,Shipping,Medium,Open,7/25/2025,8/23/2025,29,4,109
6233,1100,Billing,Medium,Open,7/11/2024,7/17/2024,6,3,126
6234,1391,Account Issue,Medium,Resolved,9/13/2025,,,,49
6235,4875,Account Issue,Critical,Resolved,4/3/2026,4/8/2026,5,3,144
6236,3227,Shipping,High,Open,10/21/2024,10/22/2024,1,3,273
6237,2389,Return Request,Medium,Resolved,11/13/2025,,,,110
6238,437,Shipping,Low,Escalated,7/16/2025,7/30/2025,14,2,202
6239,1960,Product Defect,Low,Resolved,6/15/2024,,,,132
6240,1680,Technical Support,Medium,In Progress,5/11/2025,5/21/2025,10,2,146
6241,2099,Technical Support,Medium,Resolved,3/23/2026,,,,177
6242,2177,Billing,Low,In Progress,10/23/2024,11/6/2024,14,4,134
6243,81,Return Request,High,Closed,1/28/2025,,,,93
6244,3782,Billing,Low,Open,4/16/2025,5/4/2025,18,3,22
6245,3396,Return Request,Medium,Escalated,10/26/2024,11/21/2024,26,4,279
6246,3167,Account Issue,Critical,Escalated,7/25/2025,8/17/2025,23,3,240
6247,1677,Product Defect,Low,Closed,7/10/2025,8/9/2025,30,3,73
6248,3415,Shipping,Medium,Closed,12/15/2025,12/26/2025,11,1,60
6249,3296,Billing,Medium,Resolved,4/13/2025,5/8/2025,25,4,289
6250,4532,Return Request,Low,Escalated,8/13/2025,8/26/2025,13,1,168
6251,2410,Technical Support,High,Closed,12/4/2025,,,,260
6252,874,Product Defect,High,Open,7/14/2024,7/20/2024,6,1,236
6253,1298,Technical Support,Critical,Open,6/27/2025,7/8/2025,11,2,222
6254,3298,Product Defect,Low,Escalated,9/7/2024,9/9/2024,2,5,83
6255,290,Account Issue,High,Open,5/7/2026,6/3/2026,27,2,59
6256,4070,General Inquiry,Medium,Escalated,5/29/2025,6/6/2025,8,3,101
6257,4110,Technical Support,Medium,Closed,11/17/2025,11/22/2025,5,5,19
6258,852,General Inquiry,Medium,Closed,6/3/2026,6/25/2026,22,2,196
6259,2518,Return Request,High,Escalated,12/20/2024,12/25/2024,5,3,97
6260,3887,Billing,Medium,Resolved,6/24/2024,7/5/2024,11,5,4
6261,2115,Product Defect,Medium,Escalated,5/22/2026,6/5/2026,14,2,152
6262,4992,Product Defect,Medium,Closed,12/7/2024,,,,254
6263,2206,Shipping,Low,Open,8/22/2024,9/6/2024,15,5,173
6264,2376,Product Defect,Low,Resolved,10/29/2025,11/10/2025,12,1,17
6265,903,Return Request,Low,In Progress,3/2/2026,3/8/2026,6,2,266
6266,1792,General Inquiry,Low,Closed,8/26/2025,9/18/2025,23,2,120
6267,3889,Technical Support,Medium,Escalated,7/23/2024,,,,75
6268,2200,Product Defect,Critical,Escalated,5/15/2026,,,,188
6269,563,Product Defect,Low,Resolved,10/29/2025,11/6/2025,8,3,11
6270,618,Billing,Low,Escalated,12/16/2025,1/3/2026,18,4,90
6271,4098,General Inquiry,Medium,Resolved,6/20/2024,7/9/2024,19,2,39
6272,332,Product Defect,Medium,Escalated,4/30/2026,5/22/2026,22,5,214
6273,1176,Product Defect,Medium,Closed,9/16/2025,9/17/2025,1,5,29
6274,2045,Technical Support,Medium,In Progress,11/18/2024,12/11/2024,23,3,286
6275,2803,Account Issue,Medium,Open,11/21/2025,11/27/2025,6,3,209
6276,893,Shipping,Medium,Open,5/22/2026,5/26/2026,4,2,263
6277,2695,Return Request,Medium,Resolved,7/28/2025,8/4/2025,7,3,165
6278,882,Technical Support,Medium,Closed,5/11/2025,5/15/2025,4,1,145
6279,4876,Account Issue,Medium,Closed,10/13/2024,10/22/2024,9,5,32
6280,1237,Account Issue,Medium,Closed,3/28/2025,4/26/2025,29,3,134
6281,1915,Technical Support,Low,Escalated,2/15/2025,2/22/2025,7,4,47
6282,2366,Shipping,Low,Closed,11/10/2024,11/13/2024,3,3,174
6283,4273,Product Defect,High,Closed,5/24/2025,5/28/2025,4,5,256
6284,1382,Return Request,Medium,Resolved,8/1/2024,8/5/2024,4,1,164
6285,4196,Account Issue,Low,Escalated,5/14/2025,5/29/2025,15,5,270
6286,2044,General Inquiry,Critical,Closed,7/15/2024,,,,229
6287,796,Technical Support,Low,Escalated,1/2/2026,1/23/2026,21,4,186
6288,2954,General Inquiry,Medium,Open,11/5/2024,11/12/2024,7,5,210
6289,4886,Technical Support,Medium,In Progress,8/5/2025,,,,229
6290,784,General Inquiry,Critical,Resolved,11/8/2024,11/9/2024,1,2,171
6291,904,Shipping,Medium,Resolved,6/3/2025,,,,285
6292,3239,Billing,Low,Resolved,12/2/2025,,,,75
6293,4612,Account Issue,Low,Open,9/9/2024,9/16/2024,7,1,98
6294,87,Product Defect,High,Open,12/29/2025,1/18/2026,20,2,44
6295,2354,Return Request,Medium,Resolved,12/19/2024,,,,260
6296,3307,Billing,Low,Open,12/30/2025,,,,177
6297,2938,Account Issue,Low,In Progress,2/2/2025,,,,29
6298,4770,Return Request,Low,Resolved,10/11/2025,10/14/2025,3,4,25
6299,4560,General Inquiry,Medium,Open,11/16/2024,,,,241
6300,2640,General Inquiry,Low,Closed,11/14/2024,,,,85
6301,4066,Billing,Medium,Escalated,8/31/2024,,,,138
6302,3740,Shipping,Medium,Open,5/25/2026,6/21/2026,27,1,203
6303,2494,Return Request,High,Escalated,6/8/2024,,,,56
6304,2027,Shipping,Low,Closed,10/10/2024,,,,288
6305,3806,General Inquiry,Low,Resolved,9/24/2024,10/15/2024,21,1,299
6306,2677,Shipping,Low,Closed,2/14/2026,3/11/2026,25,1,95
6307,3143,Return Request,Low,Resolved,1/21/2026,,,,55
6308,1179,Technical Support,Low,Resolved,1/27/2026,,,,50
6309,2558,Product Defect,Low,Closed,2/6/2026,2/20/2026,14,5,175
6310,1968,Shipping,High,Resolved,9/10/2025,9/19/2025,9,3,278
6311,1423,Technical Support,Medium,In Progress,1/20/2026,,,,5
6312,2581,Billing,High,Closed,3/10/2026,,,,120
6313,704,Product Defect,Low,Open,8/12/2024,9/10/2024,29,5,289
6314,4952,General Inquiry,Low,Open,7/25/2025,8/1/2025,7,1,44
6315,3165,Shipping,High,Open,1/28/2025,,,,137
6316,3747,Technical Support,Critical,Open,12/12/2025,12/28/2025,16,2,265
6317,3756,Return Request,High,In Progress,11/23/2024,12/22/2024,29,2,273
6318,2622,Shipping,Medium,Escalated,11/22/2024,,,,46
6319,913,Technical Support,Medium,Closed,10/27/2025,,,,228
6320,2482,General Inquiry,Critical,Escalated,1/21/2025,2/11/2025,21,3,281
6321,3249,Billing,Medium,Escalated,3/4/2026,3/13/2026,9,4,279
6322,2531,General Inquiry,Medium,In Progress,5/25/2025,,,,45
6323,4011,Shipping,Medium,Closed,3/18/2026,4/5/2026,18,3,203
6324,3750,General Inquiry,Low,In Progress,12/3/2024,,,,206
6325,239,Shipping,High,Open,11/17/2025,12/6/2025,19,5,221
6326,2312,Product Defect,Low,Closed,9/11/2025,9/12/2025,1,4,78
6327,3050,Billing,Low,Open,12/9/2024,12/20/2024,11,4,110
6328,4427,Return Request,Medium,Open,5/22/2025,5/22/2025,0,3,87
6329,4557,Return Request,Medium,In Progress,2/8/2026,2/21/2026,13,5,74
6330,1295,Billing,Medium,Resolved,5/24/2025,6/10/2025,17,4,277
6331,1772,Technical Support,Low,Resolved,8/18/2024,8/21/2024,3,3,195
6332,510,Technical Support,Low,In Progress,3/25/2026,,,,206
6333,1208,Technical Support,Medium,Closed,3/23/2026,3/27/2026,4,1,145
6334,531,Technical Support,Medium,Open,10/17/2024,10/17/2024,0,3,283
6335,3675,Product Defect,Low,Open,6/25/2025,7/7/2025,12,5,52
6336,1048,Return Request,Low,Resolved,5/8/2025,5/24/2025,16,2,106
6337,3484,Billing,Low,In Progress,12/13/2025,,,,230
6338,3058,Product Defect,Medium,Open,4/2/2026,,,,101
6339,3537,Technical Support,Medium,Open,7/8/2025,7/27/2025,19,4,278
6340,1343,Return Request,Low,Resolved,1/1/2025,1/16/2025,15,5,266
6341,180,Technical Support,High,Escalated,4/28/2025,4/30/2025,2,5,249
6342,4718,Return Request,Medium,Open,2/24/2026,3/21/2026,25,5,293
6343,4329,Technical Support,Medium,Escalated,11/4/2024,11/7/2024,3,1,38
6344,74,Return Request,High,Resolved,10/2/2024,10/7/2024,5,4,291
6345,449,Product Defect,Medium,Escalated,9/1/2025,9/25/2025,24,5,210
6346,1827,Billing,Medium,Open,12/19/2025,,,,235
6347,4248,Product Defect,Medium,Open,6/15/2024,,,,109
6348,1227,General Inquiry,Low,Escalated,8/27/2024,9/24/2024,28,3,65
6349,2893,Billing,Medium,In Progress,5/11/2025,,,,225
6350,1922,Shipping,High,In Progress,8/12/2024,8/26/2024,14,2,155
6351,1509,Product Defect,Low,Closed,10/18/2025,11/4/2025,17,1,83
6352,4096,Return Request,Medium,Resolved,5/24/2025,5/31/2025,7,3,158
6353,1602,Return Request,Critical,Resolved,4/12/2026,5/8/2026,26,3,141
6354,982,Shipping,Medium,Closed,7/4/2025,8/1/2025,28,5,137
6355,2010,Product Defect,High,Closed,12/29/2025,1/2/2026,4,3,278
6356,270,General Inquiry,Medium,Closed,4/12/2026,5/5/2026,23,1,81
6357,2033,Product Defect,Medium,Escalated,5/26/2025,6/9/2025,14,3,87
6358,811,Product Defect,High,Escalated,10/24/2024,10/25/2024,1,4,46
6359,1715,Return Request,Medium,Closed,8/15/2025,9/3/2025,19,5,165
6360,407,Billing,Low,Open,9/15/2024,,,,239
6361,1668,Account Issue,Low,Closed,1/28/2025,2/2/2025,5,4,127
6362,1416,Return Request,Low,Resolved,2/2/2026,2/24/2026,22,4,44
6363,1804,Product Defect,Critical,Escalated,10/1/2024,,,,218
6364,3888,Return Request,Low,Resolved,11/28/2025,,,,289
6365,808,Return Request,Low,Closed,11/2/2024,11/29/2024,27,5,21
6366,3655,Shipping,Medium,In Progress,7/15/2024,8/4/2024,20,3,66
6367,1299,Billing,Low,In Progress,6/26/2025,,,,295
6368,1671,Return Request,High,In Progress,1/2/2025,1/22/2025,20,4,169
6369,668,Billing,Medium,In Progress,2/7/2025,3/5/2025,26,1,193
6370,4801,Shipping,High,Resolved,9/12/2025,9/13/2025,1,3,97
6371,728,Account Issue,Low,Escalated,4/28/2026,,,,229
6372,4771,Product Defect,Low,In Progress,11/1/2025,,,,62
6373,2052,Product Defect,Low,Open,2/23/2025,,,,203
6374,4269,Technical Support,Medium,Escalated,11/4/2024,11/7/2024,3,4,190
6375,2581,Shipping,Medium,Open,10/26/2024,11/12/2024,17,4,243
6376,1858,Shipping,Low,Escalated,11/6/2024,11/24/2024,18,1,226
6377,3691,General Inquiry,Medium,Escalated,9/11/2025,,,,9
6378,3023,Return Request,High,Escalated,9/18/2024,10/5/2024,17,1,295
6379,3940,Account Issue,Low,In Progress,2/2/2026,2/24/2026,22,3,181
6380,2971,Technical Support,Low,In Progress,6/21/2025,6/21/2025,0,1,45
6381,1664,Technical Support,Medium,Open,12/14/2024,12/17/2024,3,2,141
6382,2388,Return Request,Medium,Resolved,5/11/2026,6/8/2026,28,4,278
6383,2065,Technical Support,Medium,In Progress,9/1/2025,9/11/2025,10,2,163
6384,2218,Technical Support,High,Resolved,12/5/2025,1/1/2026,27,5,165
6385,390,Product Defect,High,In Progress,5/28/2025,6/12/2025,15,4,65
6386,2727,Product Defect,Low,Escalated,4/5/2025,4/25/2025,20,1,213
6387,215,Account Issue,High,In Progress,4/4/2026,4/4/2026,0,3,219
6388,647,Shipping,Critical,Escalated,11/26/2025,12/5/2025,9,4,293
6389,644,Product Defect,Critical,Open,12/3/2024,12/19/2024,16,1,220
6390,4549,Product Defect,Medium,Resolved,1/22/2025,2/10/2025,19,2,92
6391,1839,Shipping,Medium,Closed,12/28/2024,1/5/2025,8,1,269
6392,3951,Billing,Medium,Open,7/5/2025,7/13/2025,8,4,22
6393,4114,Technical Support,Medium,Escalated,11/3/2025,11/25/2025,22,5,61
6394,1671,Billing,High,Resolved,11/10/2025,11/12/2025,2,2,209
6395,2473,General Inquiry,Low,Escalated,12/23/2025,1/8/2026,16,2,231
6396,1819,Account Issue,High,In Progress,10/4/2025,,,,75
6397,4588,Technical Support,Low,Escalated,9/16/2024,10/8/2024,22,3,119
6398,2158,Shipping,High,Escalated,10/23/2025,11/21/2025,29,2,173
6399,1309,Product Defect,Low,Closed,6/1/2025,,,,49
6400,3099,Account Issue,High,Closed,4/12/2025,4/28/2025,16,3,270
6401,3459,Technical Support,Medium,Resolved,11/10/2025,11/28/2025,18,2,124
6402,4477,General Inquiry,Low,Closed,6/6/2026,6/24/2026,18,4,275
6403,4974,Account Issue,Medium,In Progress,5/27/2025,6/16/2025,20,3,289
6404,4264,Account Issue,High,Closed,1/28/2026,,,,140
6405,1829,Technical Support,High,In Progress,3/19/2026,4/8/2026,20,3,67
6406,3729,Shipping,Critical,Escalated,2/27/2025,,,,53
6407,2925,Shipping,Medium,Resolved,7/28/2024,8/21/2024,24,5,58
6408,2513,Billing,High,In Progress,8/1/2024,8/2/2024,1,5,24
6409,4829,General Inquiry,Medium,Escalated,8/20/2024,9/2/2024,13,2,166
6410,3426,Account Issue,Medium,Escalated,12/13/2025,,,,292
6411,1267,Technical Support,Medium,Open,1/20/2026,1/25/2026,5,1,34
6412,4394,Shipping,Medium,Closed,5/28/2025,6/24/2025,27,2,213
6413,4350,General Inquiry,Medium,Escalated,6/25/2024,7/5/2024,10,5,97
6414,439,Account Issue,Medium,Resolved,7/21/2024,7/28/2024,7,4,123
6415,391,General Inquiry,Low,Escalated,1/1/2026,1/4/2026,3,1,37
6416,4897,Account Issue,Low,Open,5/5/2025,5/8/2025,3,5,17
6417,4252,General Inquiry,Medium,Escalated,5/7/2026,5/12/2026,5,1,264
6418,3655,Shipping,High,Escalated,1/3/2025,1/30/2025,27,1,195
